002072,凯瑞德
002049,紫光国芯
000979,中弘股份
000950,*ST建峰
000862,银星能源
000828,东莞控股
600196,复星医药
603239,浙江仙通
300408,三环集团
600535,天士力
600566,济川药业
002570,贝因美
600185,格力地产
600684,珠江实业
600460,士兰微
600854,春兰股份
600201,生物股份
603186,华正新材
002382,蓝帆医疗
300052,中青宝
002509,天广中茂
603179,新泉股份
300519,新光药业
600511,国药股份
000069,华侨城Ａ
300596,利安隆
002643,万润股份
002475,立讯精密
600036,招商银行
603203,快克股份
300009,安科生物
603027,千禾味业
300030,阳普医疗
300494,盛天网络
300206,理邦仪器
002583,海能达
600518,康美药业
002456,欧菲光
000903,云内动力
002044,美年健康
000063,中兴通讯
603888,新华网
600867,通化东宝
603007,花王股份
601901,方正证券
002054,德美化工
601628,中国人寿
300170,汉得信息
603900,通灵珠宝
300136,信维通信
603538,美诺华
002411,必康股份
002007,华兰生物
603040,新坐标
300461,田中精机
300533,冰川网络
300197,铁汉生态
002125,湘潭电化
300122,智飞生物
002185,华天科技
600179,安通控股
600622,嘉宝集团
002768,国恩股份
300337,银邦股份
002681,奋达科技
600055,万东医疗
603738,泰晶科技
002015,霞客环保
002821,凯莱英
600479,千金药业
600298,安琪酵母
600211,西藏药业
603626,科森科技
601566,九牧王
603883,老百姓
002311,海大集团
300004,南风股份
300396,迪瑞医疗
600816,安信信托
000554,泰山石油
000830,鲁西化工
002862,实丰文化
002512,达华智能
300031,宝通科技
600687,刚泰控股
002831,裕同科技
600121,*ST郑煤
603078,江化微
000629,*ST钒钛
000613,*ST东海A
000611,*ST天首
000581,威孚高科
000040,东旭蓝天
000034,神州数码
000032,深桑达Ａ
000011,深物业A
601799,星宇股份
002837,英维克
000913,*ST钱江
603222,济民制药
300289,利德曼
600104,上汽集团
002091,江苏国泰
600715,文投控股
000651,格力电器
300145,中金环境
600809,山西汾酒
002321,华英农业
300068,南都电源
600352,浙江龙盛
300202,聚龙股份
002840,华统股份
300484,蓝海华腾
600202,哈空调
603228,景旺电子
601318,中国平安
603997,继峰股份
000681,视觉中国
002103,广博股份
601588,北辰实业
600325,华发股份
603077,和邦生物
601139,深圳燃气
600674,川投能源
002835,同为股份
300637,扬帆新材
603579,荣泰健康
300607,拓斯达
002462,嘉事堂
600056,中国医药
600219,南山铝业
603658,安图生物
300085,银之杰
603298,杭叉集团
300632,光莆股份
600619,海立股份
000598,兴蓉环境
600519,贵州茅台
603355,莱克电气
000606,神州易桥
600742,一汽富维
601985,中国核电
601601,中国太保
603633,徕木股份
000504,*ST生物
603178,圣龙股份
002043,兔 宝 宝
002450,康得新
002567,唐人神
002451,摩恩电气
000880,潍柴重机
603660,苏州科达
002327,富安娜
002860,星帅尔
300373,扬杰科技
601288,农业银行
002517,恺英网络
600388,龙净环保
603368,柳州医药
002657,中科金财
600837,海通证券
600161,天坛生物
300641,正丹股份
002530,丰东股份
002846,英联股份
300357,我武生物
603313,梦百合
002802,洪汇新材
000910,大亚圣象
002680,长生生物
300153,科泰电源
300087,荃银高科
300015,爱尔眼科
603360,百傲化学
600390,*ST金瑞
002614,蒙发利
300444,双杰电气
300411,金盾股份
600446,金证股份
300639,凯普生物
300133,华策影视
600452,涪陵电力
603903,中持股份
603133,碳元科技
601933,永辉超市
600004,白云机场
002178,延华智能
002008,大族激光
603385,惠达卫浴
601992,金隅股份
603898,好莱客
300418,昆仑万维
600872,中炬高新
600290,华仪电气
603958,哈森股份
600550,保变电气
300115,长盈精密
300036,超图软件
300267,尔康制药
000990,诚志股份
000823,超声电子
000692,惠天热电
300560,中富通
603126,中材节能
600704,物产中大
000036,华联控股
000725,京东方Ａ
002359,齐星铁塔
000418,小天鹅Ａ
002262,恩华药业
002615,哈尔斯
601088,中国神华
603788,宁波高发
600062,华润双鹤
600020,中原高速
600717,天津港
603337,杰克股份
603288,海天味业
000736,中房地产
000404,华意压缩
300055,万邦达
601258,庞大集团
300124,汇川技术
300021,大禹节水
300003,乐普医疗
600477,杭萧钢构
601006,大秦铁路
002466,天齐锂业
002223,鱼跃医疗
000915,山大华特
600319,亚星化学
002763,汇洁股份
000965,天保基建
002254,泰和新材
002705,新宝股份
002016,世荣兆业
000897,津滨发展
600188,兖州煤业
300347,泰格医药
002434,万里扬
300279,和晶科技
000999,华润三九
300176,鸿特精密
601607,上海医药
600507,方大特钢
603717,天域生态
002497,雅化集团
300635,达安股份
300335,迪森股份
002302,西部建设
002584,西陇科学
300585,奥联电子
603968,醋化股份
000050,深天马Ａ
601669,中国电建
002624,完美世界
600755,厦门国贸
002555,三七互娱
601228,广州港
000997,新 大 陆
600526,菲达环保
603939,益丰药房
600516,方大炭素
603906,龙蟠科技
002294,信立泰
002775,文科园林
002745,木林森
000068,华控赛格
002050,三花智控
002765,蓝黛传动
300233,金城医药
601018,宁波港
603037,凯众股份
603032,德新交运
000088,盐 田 港
000822,山东海化
600421,仰帆控股
000566,海南海药
600079,人福医药
603006,联明股份
